topics,domain_normalized,domain,subscription_status,evidence_url,pricing_url,pricing_url_method,pricing_page_ok,dynamic_components,popup_overlay,detected_prices,wayback_available,wayback_url,wayback_page_ok,notes
"245,363",abc11 com,abc11.com,no subscription,https://abc11.com,,,,,,,,,,
"245,243",abc13 com,abc13.com,no subscription,https://abc13.com,,,,,,,,,,
"245,363",abc7 com,abc7.com,no subscription,https://abc7.com,,,,,,,,,,
243,abc7chicago com,abc7chicago.com,no subscription,https://abc7chicago.com,,,,,,,,,,
"363,245",abc7ny com,abc7ny.com,no subscription,https://abc7ny.com,,,,,,,,,,
"164,561",abcbourse com,abcbourse.com,inaccessible,,,,,,,,,,,
"363,243",abcnews go com,abcnews.go.com,no subscription,https://abcnews.go.com,,,,,,,,,,
243,abcnyheter no,abcnyheter.no,no subscription,https://abcnyheter.no,,,,,,,,,,
"245,243",abendblatt de,abendblatt.de,no subscription,https://abendblatt.de,,,,,,,,,,
"245,243",abendzeitung muenchen de,abendzeitung-muenchen.de,no subscription,https://abendzeitung-muenchen.de,,,,,,,,,,
"245,289",abkhaz auto ru,abkhaz-auto.ru,no subscription,https://abkhaz-auto.ru,,,,,,,,,,
"299,243",abola pt,abola.pt,no subscription,https://abola.pt,,,,,,,,,,
243,abplive com,abplive.com,no subscription,https://abplive.com,,,,,,,,,,
561,abr business gov au,abr.business.gov.au,no subscription,https://abr.business.gov.au,,,,,,,,,,
"245,561,243",ac24horas com,ac24horas.com,no subscription,https://ac24horas.com,,,,,,,,,,
"304,299,243",acb com,acb.com,no subscription,https://acb.com,,,,,,,,,,
"215,243,1",account bbc com,account.bbc.com,no subscription,https://account.bbc.com,,,,,,,,,,
243,accuweather com,accuweather.com,inaccessible,,,,,,,,,,,
243,aceh tribunnews com,aceh.tribunnews.com,inaccessible,,,,,,,,,,,
243,achkayen com,achkayen.com,no subscription,https://achkayen.com,,,,,,,,,,
"249,1",acidadeon com,acidadeon.com,no subscription,https://acidadeon.com,,,,,,,,,,
243,aciprensa com,aciprensa.com,no subscription,https://aciprensa.com,,,,,,,,,,
"247,1",acn gclub168 com,acn.gclub168.com,no subscription,https://acn.gclub168.com,,,,,,,,,,
"245,23",acordacidade com br,acordacidade.com.br,inaccessible,,,,,,,,,,,
350,action newsbg eu,action-newsbg.eu,no subscription,https://action-newsbg.eu,,,,,,,,,,
"299,243",actionnetwork com,actionnetwork.com,inaccessible,,,,,,,,,,,
"96,350",activa sapo pt,activa.sapo.pt,inaccessible,,,,,,,,,,,
243,activebeat com,activebeat.com,no subscription,https://activebeat.com,,,,,,,,,,
243,activenews ro,activenews.ro,subscription,https://activenews.ro,https://www.activenews.ro/opinii/Dr.-Geanina-Hagima-din-nou-anchetata-disciplinar-de-Colegiul-Medicilor-Sunt-hartuita-pentru-ca-am-spus-adevarul-si-am-dezvaluit-planul-de-convergenta-biodigitala-si-folosirea-neetica-a-nanotehnologiei-202356,homepage_link,yes,yes,no,,no,,no,no prices found in static HTML | likely JS-rendered content
243,actu fr,actu.fr,inaccessible,,,,,,,,,,,
"531,243",actu orange fr,actu.orange.fr,no subscription,https://actu.orange.fr,,,,,,,,,,
243,actualidad rt com,actualidad.rt.com,no subscription,https://actualidad.rt.com,,,,,,,,,,
243,actualite lachainemeteo com,actualite.lachainemeteo.com,inaccessible,,,,,,,,,,,
243,actualno com,actualno.com,no subscription,https://actualno.com,,,,,,,,,,
243,actucameroun com,actucameroun.com,inaccessible,,,,,,,,,,,
350,ad nl,ad.nl,no subscription,https://ad.nl,,,,,,,,,,
"299,325,243",ada1bank mlsz hu,ada1bank.mlsz.hu,no subscription,https://ada1bank.mlsz.hu,,,,,,,,,,
243,adanaseshaber com,adanaseshaber.com,subscription,https://adanaseshaber.com,https://adanaseshaber.com.tr/,fallback_homepage,yes,yes,yes,,yes,http://web.archive.org/web/20251215110310/https://adanaseshaber.com.tr/,yes,no prices found in static HTML | likely JS-rendered content | possible modal or overlay UI
"299,325,243",adatbank mlsz hu,adatbank.mlsz.hu,no subscription,https://adatbank.mlsz.hu,,,,,,,,,,
"96,400,462",adaymag com,adaymag.com,no subscription,https://adaymag.com,,,,,,,,,,
243,adelaidenow com au,adelaidenow.com.au,inaccessible,,,,,,,,,,,
243,adevarul ro,adevarul.ro,no subscription,https://adevarul.ro,,,,,,,,,,
"350,243,1",adme media,adme.media,no subscription,https://adme.media,,,,,,,,,,
243,adnkronos com,adnkronos.com,no subscription,https://adnkronos.com,,,,,,,,,,
"243,23",adnradio cl,adnradio.cl,no subscription,https://adnradio.cl,,,,,,,,,,
245,adnsur com ar,adnsur.com.ar,no subscription,https://adnsur.com.ar,,,,,,,,,,
"126,243",adrenaline com br,adrenaline.com.br,inaccessible,,,,,,,,,,,
243,adressa no,adressa.no,no subscription,https://adressa.no,,,,,,,,,,
"215,243,1",adsforcomputercity com,adsforcomputercity.com,inaccessible,,,,,,,,,,,
"227,243",adt arcanum com,adt.arcanum.com,inaccessible,,,,,,,,,,,
"299,243",aek365 org,aek365.org,no subscription,https://aek365.org,,,,,,,,,,
"239,243",aemet es,aemet.es,inaccessible,,,,,,,,,,,
"254,243",afamily vn,afamily.vn,no subscription,https://afamily.vn,,,,,,,,,,
243,afera bg,afera.bg,inaccessible,,,,,,,,,,,
243,affaritaliani it,affaritaliani.it,no subscription,https://affaritaliani.it,,,,,,,,,,
243,afkarnews com,afkarnews.com,no subscription,https://afkarnews.com,,,,,,,,,,
"322,299,243",afl com au,afl.com.au,no subscription,https://afl.com.au,,,,,,,,,,
243,afpbb com,afpbb.com,inaccessible,,,,,,,,,,,
"561,149",afr com,afr.com,subscription,https://subscribe.afr.com/?promote_channel=PR_AFRP_GNL&utm_source=AFRNewspaper&utm_medium=Print&utm_campaign=General,https://subscribe.afr.com/?promote_channel=PR_AFRP_GNL&utm_source=AFRNewspaper&utm_medium=Print&utm_campaign=General,common_path,yes,no,no,$ 6; $16.20; $ 9.40; $18.75; $ 755; $ 875; $69.99; $81.25,yes,http://web.archive.org/web/20251112224729/https://subscribe.afr.com/?promote_channel=PR_AFRP_GNL&utm_source=AFRNewspaper&utm_medium=Print&utm_campaign=General,yes,
243,africaguinee com,africaguinee.com,inaccessible,,,,,,,,,,,
"299,325,243",afriquesports net,afriquesports.net,no subscription,https://afriquesports.net,,,,,,,,,,
243,aftabnews ir,aftabnews.ir,no subscription,https://aftabnews.ir,,,,,,,,,,
"245,243",aftenbladet no,aftenbladet.no,no subscription,https://aftenbladet.no,,,,,,,,,,
243,aftenposten no,aftenposten.no,no subscription,https://aftenposten.no,,,,,,,,,,
243,aftershock news,aftershock.news,no subscription,https://aftershock.news,,,,,,,,,,
243,aftonbladet se,aftonbladet.se,no subscription,https://aftonbladet.se,,,,,,,,,,
243,agadir24 info,agadir24.info,no subscription,https://agadir24.info,,,,,,,,,,
243,agazeta com br,agazeta.com.br,no subscription,https://agazeta.com.br,,,,,,,,,,
243,agenciabrasil ebc com br,agenciabrasil.ebc.com.br,no subscription,https://agenciabrasil.ebc.com.br,,,,,,,,,,
243,agi it,agi.it,inaccessible,,,,,,,,,,,
243,agniban com,agniban.com,no subscription,https://agniban.com,,,,,,,,,,
243,agnitotoday com,agnitotoday.com,no subscription,https://agnitotoday.com,,,,,,,,,,
"299,243",agones gr,agones.gr,no subscription,https://agones.gr,,,,,,,,,,
"245,103",agrarheute com,agrarheute.com,no subscription,https://agrarheute.com,,,,,,,,,,
"103,243",agrarszektor hu,agrarszektor.hu,no subscription,https://agrarszektor.hu,,,,,,,,,,
245,agrigentonotizie it,agrigentonotizie.it,no subscription,https://agrigentonotizie.it,,,,,,,,,,
"103,561",agronews gr,agronews.gr,no subscription,https://agronews.gr,,,,,,,,,,
243,ahaber com tr,ahaber.com.tr,no subscription,https://ahaber.com.tr,,,,,,,,,,
"350,243",ahaonline cz,ahaonline.cz,no subscription,https://ahaonline.cz,,,,,,,,,,
"1,243",ahdathnet com,ahdathnet.com,inaccessible,,,,,,,,,,,
"325,299,243",ahlynews com,ahlynews.com,no subscription,https://ahlynews.com,,,,,,,,,,
245,ahmednagarlive24 com,ahmednagarlive24.com,subscription,https://ahmednagarlive24.com/technology/iphone-15-price-will-be-launched-this-month-with-premium-features-see-features-and-possible-pricing-rws-073104/,https://ahmednagarlive24.com/latest-marathi-news/a-new-look-of-youtube-coming-soon-changed-theme-from-subscribe-button/,common_path,yes,yes,yes,,no,,no,no prices found in static HTML | likely JS-rendered content | possible modal or overlay UI
"299,325,243",aia figc it,aia-figc.it,inaccessible,,,,,,,,,,,
243,aif ru,aif.ru,no subscription,https://aif.ru,,,,,,,,,,
"247,239",aile gov tr,aile.gov.tr,no subscription,https://aile.gov.tr,,,,,,,,,,
"103,561,236",air cosmos com,air-cosmos.com,no subscription,https://air-cosmos.com,,,,,,,,,,
"245,23",airedesantafe com ar,airedesantafe.com.ar,inaccessible,,,,,,,,,,,
"334,103,126,243",airporthaber com,airporthaber.com,no subscription,https://airporthaber.com,,,,,,,,,,
"299,243",aiscore com,aiscore.com,inaccessible,,,,,,,,,,,
"299,325,243",ajaxshowtime com,ajaxshowtime.com,no subscription,https://ajaxshowtime.com,,,,,,,,,,
"247,245",ajc com,ajc.com,subscription,https://ajc.com,https://www.ajc.com/start/,common_path,yes,yes,no,,yes,http://web.archive.org/web/20260204001837/https://www.ajc.com/start/,yes,likely JS-rendered content
"299,309,243",ak4tsay1 com,ak4tsay1.com,no subscription,https://ak4tsay1.com,,,,,,,,,,
243,akharinkhabar ir,akharinkhabar.ir,no subscription,https://akharinkhabar.ir,,,,,,,,,,
243,akhbaar24 argaam com,akhbaar24.argaam.com,no subscription,https://akhbaar24.argaam.com,,,,,,,,,,
"363,243",akhbara24 news,akhbara24.news,no subscription,https://akhbara24.news,,,,,,,,,,
"215,299,243,1",akhbarak net,akhbarak.net,no subscription,https://akhbarak.net,,,,,,,,,,
243,akhbaralaan net,akhbaralaan.net,no subscription,https://akhbaralaan.net,,,,,,,,,,
243,akhbarelyom com,akhbarelyom.com,no subscription,https://akhbarelyom.com,,,,,,,,,,
243,akhbarona com,akhbarona.com,no subscription,https://akhbarona.com,,,,,,,,,,
"126,243",akiba pc watch impress co jp,akiba-pc.watch.impress.co.jp,no subscription,https://akiba-pc.watch.impress.co.jp,,,,,,,,,,
245,akipress org,akipress.org,no subscription,https://akipress.org,,,,,,,,,,
243,akket com,akket.com,no subscription,https://akket.com,,,,,,,,,,
243,aksam com tr,aksam.com.tr,no subscription,https://aksam.com.tr,,,,,,,,,,
"245,243",aktuality sk,aktuality.sk,no subscription,https://aktuality.sk,,,,,,,,,,
243,aktualne cz,aktualne.cz,no subscription,https://aktualne.cz,,,,,,,,,,
245,aktuell meinestadt de,aktuell.meinestadt.de,inaccessible,,,,,,,,,,,
243,al ain com,al-ain.com,no subscription,https://al-ain.com,,,,,,,,,,
243,al akhbar com,al-akhbar.com,inaccessible,,,,,,,,,,,
245,al com,al.com,inaccessible,,,,,,,,,,,
"243,1",al marsd com,al-marsd.com,no subscription,https://al-marsd.com,,,,,,,,,,
243,al3omk com,al3omk.com,no subscription,https://al3omk.com,,,,,,,,,,
243,aladin info,aladin.info,inaccessible,,,,,,,,,,,
"299,243",alairelibre cl,alairelibre.cl,inaccessible,,,,,,,,,,,
"363,243",alarabiya net,alarabiya.net,inaccessible,,,,,,,,,,,
243,alarmeringen nl,alarmeringen.nl,no subscription,https://alarmeringen.nl,,,,,,,,,,
"1,243",alayam24 com,alayam24.com,no subscription,https://alayam24.com,,,,,,,,,,
"315,299,243",alba co jp,alba.co.jp,no subscription,https://alba.co.jp,,,,,,,,,,
243,alba24 ro,alba24.ro,no subscription,https://alba24.ro,,,,,,,,,,
"303,299,243",albat com,albat.com,inaccessible,,,,,,,,,,,
245,albawabhnews com,albawabhnews.com,inaccessible,,,,,,,,,,,
243,albayan ae,albayan.ae,no subscription,https://albayan.ae,,,,,,,,,,
"325,299,243",albirex co jp,albirex.co.jp,inaccessible,,,,,,,,,,,
243,alcalorpolitico com,alcalorpolitico.com,no subscription,https://alcalorpolitico.com,,,,,,,,,,
243,alchourouk com,alchourouk.com,inaccessible,,,,,,,,,,,
243,alef ir,alef.ir,inaccessible,,,,,,,,,,,
243,alfa lt,alfa.lt,no subscription,https://alfa.lt,,,,,,,,,,
"226,243",alfavita gr,alfavita.gr,no subscription,https://alfavita.gr,,,,,,,,,,
"254,400",alfemminile com,alfemminile.com,no subscription,https://alfemminile.com,,,,,,,,,,
243,algerie eco com,algerie-eco.com,no subscription,https://algerie-eco.com,,,,,,,,,,
245,algerie360 com,algerie360.com,no subscription,https://algerie360.com,,,,,,,,,,
243,alghad com,alghad.com,inaccessible,,,,,,,,,,,
"299,325,243",alhawt news,alhawt.news,inaccessible,,,,,,,,,,,
243,alhurra com,alhurra.com,no subscription,https://alhurra.com,,,,,,,,,,
243,alia ge,alia.ge,no subscription,https://alia.ge,,,,,,,,,,
243,aljazeera com,aljazeera.com,no subscription,https://aljazeera.com,,,,,,,,,,
"363,243",aljazeera net,aljazeera.net,no subscription,https://aljazeera.net,,,,,,,,,,
245,alkhaleej services net,alkhaleej-services.net,no subscription,https://alkhaleej-services.net,,,,,,,,,,
243,alkhaleej365 co,alkhaleej365.co,inaccessible,,,,,,,,,,,
243,allbanaadir org,allbanaadir.org,inaccessible,,,,,,,,,,,
"299,325,23,243",allegegenpistor wdr2 de,allegegenpistor.wdr2.de,no subscription,https://allegegenpistor.wdr2.de,,,,,,,,,,
"317,299,243",allhockey ru,allhockey.ru,no subscription,https://allhockey.ru,,,,,,,,,,
"31,23,350",allkpop com,allkpop.com,no subscription,https://allkpop.com,,,,,,,,,,
"88,400,99",allure com,allure.com,no subscription,https://allure.com,,,,,,,,,,
243,almalnews com,almalnews.com,no subscription,https://almalnews.com,,,,,,,,,,
"208,243",almanac com,almanac.com,inaccessible,,,,,,,,,,,
243,almasryalyoum com,almasryalyoum.com,no subscription,https://almasryalyoum.com,,,,,,,,,,
"245,363,243",almaty tv,almaty.tv,no subscription,https://almaty.tv,,,,,,,,,,
"363,243",almayadeen net,almayadeen.net,inaccessible,,,,,,,,,,,
"299,325,243",almountakhab com,almountakhab.com,no subscription,https://almountakhab.com,,,,,,,,,,
"173,209,126,243",almrsal com,almrsal.com,inaccessible,,,,,,,,,,,
"528,607,126,243",almtechnews com,almtechnews.com,inaccessible,,,,,,,,,,,
243,alnilin com,alnilin.com,no subscription,https://alnilin.com,,,,,,,,,,
"245,249,350",alo rs,alo.rs,no subscription,https://alo.rs,,,,,,,,,,
243,alodokter com,alodokter.com,no subscription,https://alodokter.com,,,,,,,,,,
350,alphacute com,alphacute.com,inaccessible,,,,,,,,,,,
243,alquds co uk,alquds.co.uk,inaccessible,,,,,,,,,,,
"363,243",alsumaria tv,alsumaria.tv,no subscription,https://alsumaria.tv,,,,,,,,,,
243,altapress ru,altapress.ru,no subscription,https://altapress.ru,,,,,,,,,,
"126,140,243",alternativeto net,alternativeto.net,inaccessible,,,,,,,,,,,
"245,243",altoadige it,altoadige.it,inaccessible,,,,,,,,,,,
"363,12,350,1",alumno conalep edu mx,alumno.conalep.edu.mx,no subscription,https://alumno.conalep.edu.mx,,,,,,,,,,
243,alwafd news,alwafd.news,inaccessible,,,,,,,,,,,
245,alwakeelnews com,alwakeelnews.com,no subscription,https://alwakeelnews.com,,,,,,,,,,
"247,245",alwatanvoice com,alwatanvoice.com,no subscription,https://alwatanvoice.com,,,,,,,,,,
243,alyaoum24 com,alyaoum24.com,inaccessible,,,,,,,,,,,
"245,243",am com mx,am.com.mx,no subscription,https://am.com.mx,,,,,,,,,,
"363,243",amarintv com,amarintv.com,inaccessible,,,,,,,,,,,
"164,561",amarstock com,amarstock.com,no subscription,https://amarstock.com,,,,,,,,,,
"245,243",amarujala com,amarujala.com,subscription,https://www.amarujala.com/subscription,https://www.amarujala.com/tags/subscriptions,common_path,yes,yes,yes,,no,,no,no prices found in static HTML | likely JS-rendered content | possible modal or overlay UI
"299,325,243",amazoniasports com,amazoniasports.com,inaccessible,,,,,,,,,,,
"363,1,350",amba24 ar,amba24.ar,inaccessible,,,,,,,,,,,
243,ambebi ge,ambebi.ge,no subscription,https://ambebi.ge,,,,,,,,,,
243,ambito com,ambito.com,inaccessible,,,,,,,,,,,
"239,243",ambitojuridico com,ambitojuridico.com,no subscription,https://ambitojuridico.com,,,,,,,,,,
"350,23",americansongwriter com,americansongwriter.com,subscription,https://americansongwriter.com/membership/,https://americansongwriter.com/subscribe-to-jeff-tweedys-new-newsletter-starship-casual-unreleased-music-recs-more/,common_path,yes,yes,yes,,no,,no,no prices found in static HTML | likely JS-rendered content | possible modal or overlay UI
"254,400",amica it,amica.it,no subscription,https://amica.it,,,,,,,,,,
243,amindi ge,amindi.ge,no subscription,https://amindi.ge,,,,,,,,,,
243,amindi org,amindi.org,no subscription,https://amindi.org,,,,,,,,,,
243,ammonnews net,ammonnews.net,inaccessible,,,,,,,,,,,
243,ampparit com,ampparit.com,no subscription,https://ampparit.com,,,,,,,,,,
"126,243",amritadrino com,amritadrino.com,inaccessible,,,,,,,,,,,
245,an no,an.no,no subscription,https://an.no,,,,,,,,,,
243,analkhabar com,analkhabar.com,no subscription,https://analkhabar.com,,,,,,,,,,
243,anandabazar com,anandabazar.com,inaccessible,,,,,,,,,,,
"86,254,400",ananweb jp,ananweb.jp,no subscription,https://ananweb.jp,,,,,,,,,,
243,andhrajyothy com,andhrajyothy.com,no subscription,https://andhrajyothy.com,,,,,,,,,,
"215,140,126,243",andro4all com,andro4all.com,subscription,https://andro4all.com,https://andro4all.com/auriculares/audeze-presenta-en-el-namm-los-lcd-5s-sus-ultimos-auriculares-planares-de-referencia,homepage_link,yes,yes,no,,yes,http://web.archive.org/web/20260203160413/https://andro4all.com/auriculares/audeze-presenta-en-el-namm-los-lcd-5s-sus-ultimos-auriculares-planares-de-referencia,yes,no prices found in static HTML | likely JS-rendered content
"126,243",android com pl,android.com.pl,no subscription,https://android.com.pl,,,,,,,,,,
"215,126,140,243",androidinsider ru,androidinsider.ru,no subscription,https://androidinsider.ru,,,,,,,,,,
"528,215,126,140,243",androidpolice com,androidpolice.com,subscription,https://androidpolice.com,https://www.androidpolice.com/page/newsletter/,common_path,yes,yes,yes,,yes,http://web.archive.org/web/20260203222540/https://www.androidpolice.com/page/newsletter/,yes,no prices found in static HTML | likely JS-rendered content | possible modal or overlay UI
247,animalpolitico com,animalpolitico.com,no subscription,https://animalpolitico.com,,,,,,,,,,
243,aniq uz,aniq.uz,no subscription,https://aniq.uz,,,,,,,,,,
"243,1",annahar com,annahar.com,no subscription,https://annahar.com,,,,,,,,,,
243,ansa it,ansa.it,no subscription,https://ansa.it,,,,,,,,,,
243,antaranews com,antaranews.com,no subscription,https://antaranews.com,,,,,,,,,,
"299,243",anten ir,anten.ir,no subscription,https://anten.ir,,,,,,,,,,
"363,243",antena3 ro,antena3.ro,inaccessible,,,,,,,,,,,
"126,243",antyweb pl,antyweb.pl,no subscription,https://antyweb.pl,,,,,,,,,,
"215,243,1",aol co uk,aol.co.uk,inaccessible,,,,,,,,,,,
"215,243,1",aol com,aol.com,inaccessible,,,,,,,,,,,
"215,1,243",aol de,aol.de,inaccessible,,,,,,,,,,,
"299,325,243",apk futemais net,apk.futemais.net,no subscription,https://apk.futemais.net,,,,,,,,,,
"363,243,1",apnews com,apnews.com,no subscription,https://apnews.com,,,,,,,,,,
243,apollo lv,apollo.lv,no subscription,https://apollo.lv,,,,,,,,,,
"299,243",aposta la,aposta.la,no subscription,https://aposta.la,,,,,,,,,,
243,apostrophe ua,apostrophe.ua,inaccessible,,,,,,,,,,,
400,apotheken umschau de,apotheken-umschau.de,no subscription,https://apotheken-umschau.de,,,,,,,,,,
"215,183,400",app famitsu com,app.famitsu.com,no subscription,https://app.famitsu.com,,,,,,,,,,
"247,561",app handelsblatt com,app.handelsblatt.com,no subscription,https://app.handelsblatt.com,,,,,,,,,,
350,app mtvuutiset fi,app.mtvuutiset.fi,no subscription,https://app.mtvuutiset.fi,,,,,,,,,,
"215,126,243",appbank net,appbank.net,no subscription,https://appbank.net,,,,,,,,,,
"215,140,126,243",apple news,apple.news,no subscription,https://apple.news,,,,,,,,,,
243,appledaily com tw,appledaily.com.tw,inaccessible,,,,,,,,,,,
"215,528,126,243",appllio com,appllio.com,no subscription,https://appllio.com,,,,,,,,,,
"126,243",appsparavertv com,appsparavertv.com,inaccessible,,,,,,,,,,,
245,aps dz,aps.dz,inaccessible,,,,,,,,,,,
"164,325,299,340,243",apteka april ru,apteka-april.ru,no subscription,https://apteka-april.ru,,,,,,,,,,
"103,400",apteka ua,apteka.ua,no subscription,https://apteka.ua,,,,,,,,,,
"299,243",apuestas wplay co,apuestas.wplay.co,no subscription,https://apuestas.wplay.co,,,,,,,,,,
"299,325,243",apwin com,apwin.com,no subscription,https://apwin.com,,,,,,,,,,
350,aquitemfofoca com br,aquitemfofoca.com.br,no subscription,https://aquitemfofoca.com.br,,,,,,,,,,
243,ar hibapress com,ar.hibapress.com,no subscription,https://ar.hibapress.com,,,,,,,,,,
243,ar islamway net,ar.islamway.net,no subscription,https://ar.islamway.net,,,,,,,,,,
"299,325,243",ar kooora365 com,ar.kooora365.com,no subscription,https://ar.kooora365.com,,,,,,,,,,
"299,243",ar marca com,ar.marca.com,no subscription,https://ar.marca.com,,,,,,,,,,
"400,1",ar13 cl,ar13.cl,no subscription,https://ar13.cl,,,,,,,,,,
243,ara cat,ara.cat,no subscription,https://ara.cat,,,,,,,,,,
243,arabfive news,arabfive.news,no subscription,https://arabfive.news,,,,,,,,,,
561,arabianbusiness com,arabianbusiness.com,inaccessible,,,,,,,,,,,
243,arabiaweather com,arabiaweather.com,no subscription,https://arabiaweather.com,,,,,,,,,,
"249,243",arabic cnn com,arabic.cnn.com,no subscription,https://arabic.cnn.com,,,,,,,,,,
243,arabic rt com,arabic.rt.com,no subscription,https://arabic.rt.com,,,,,,,,,,
243,arabic sputniknews com,arabic.sputniknews.com,no subscription,https://arabic.sputniknews.com,,,,,,,,,,
243,arabicpost net,arabicpost.net,no subscription,https://arabicpost.net,,,,,,,,,,
"528,126,243",aramobi com,aramobi.com,no subscription,https://aramobi.com,,,,,,,,,,
"1,243",arcadi fr,arcadi.fr,inaccessible,,,,,,,,,,,
"1,243",arcamax com,arcamax.com,no subscription,https://arcamax.com,,,,,,,,,,
"254,400",archaeology org,archaeology.org,subscription,https://archaeology.org/subscribe/,https://archaeology.org/subscribe/,common_path,yes,yes,yes,$19.97; $29.97,yes,http://web.archive.org/web/20260130070004/https://archaeology.org/subscribe/,yes,likely JS-rendered content | possible modal or overlay UI
"400,368",architecturaldigest com,architecturaldigest.com,subscription,https://architecturaldigest.com,https://www.architecturaldigest.com/v2/offers/arda01029?source=SITE_0_HCL_ARD_MAGSUBHOME_0_CAMPAIGN_ROTATION_2024_ZZ,common_path,yes,yes,yes,$3.33; $1.50; $18; $39.99; $15; $5; $60; $180; $99.99; $49.99,yes,http://web.archive.org/web/20250902001546/https://www.architecturaldigest.com/v2/offers/arda01029?source=SITE_0_HCL_ARD_MAGSUBHOME_0_CAMPAIGN_ROTATION_2024_ZZ,yes,likely JS-rendered content | possible modal or overlay UI
243,archivos meteochile gob cl,archivos.meteochile.gob.cl,no subscription,https://archivos.meteochile.gob.cl,,,,,,,,,,
"363,243",ard text de,ard-text.de,no subscription,https://ard-text.de,,,,,,,,,,
"299,325,243",areanapoli it,areanapoli.it,no subscription,https://areanapoli.it,,,,,,,,,,
"245,103,238,254",arede info,arede.info,no subscription,https://arede.info,,,,,,,,,,
"164,561",argaam com,argaam.com,no subscription,https://argaam.com,,,,,,,,,,
"299,243",argentina as com,argentina.as.com,no subscription,https://argentina.as.com,,,,,,,,,,
245,argolikeseidhseis gr,argolikeseidhseis.gr,no subscription,https://argolikeseidhseis.gr,,,,,,,,,,
243,arileht delfi ee,arileht.delfi.ee,no subscription,https://arileht.delfi.ee,,,,,,,,,,
243,aristeguinoticias com,aristeguinoticias.com,no subscription,https://aristeguinoticias.com,,,,,,,,,,
"164,561",ariva de,ariva.de,subscription,https://ariva.de,https://www.ariva.de/,fallback_homepage,yes,yes,yes,,no,,no,no prices found in static HTML | likely JS-rendered content | possible modal or overlay UI
"364,299,325,243",arkooora live kooora tv com,arkooora.live-kooora-tv.com,no subscription,https://arkooora.live-kooora-tv.com,,,,,,,,,,
"552,234,1,243",arnewshindi in,arnewshindi.in,no subscription,https://arnewshindi.in,,,,,,,,,,
"239,254,243",arpa veneto it,arpa.veneto.it,inaccessible,,,,,,,,,,,
"325,299,243",arsenal com,arsenal.com,no subscription,https://arsenal.com,,,,,,,,,,
243,arshehonline com,arshehonline.com,inaccessible,,,,,,,,,,,
"299,243",arsiv mackolik com,arsiv.mackolik.com,no subscription,https://arsiv.mackolik.com,,,,,,,,,,
"299,325,243",arsiv sahadan com,arsiv.sahadan.com,no subscription,https://arsiv.sahadan.com,,,,,,,,,,
243,arstechnica com,arstechnica.com,subscription,https://arstechnica.com/subscribe/,https://arstechnica.com/subscribe/,common_path,yes,yes,yes,$5; $25; $50,yes,http://web.archive.org/web/20260204021657/https://arstechnica.com/subscribe/,yes,likely JS-rendered content | possible modal or overlay UI
"215,243",article yahoo co jp,article.yahoo.co.jp,inaccessible,,,,,,,,,,,
"171,239,254,243",artsport edu kz,artsport.edu.kz,no subscription,https://artsport.edu.kz,,,,,,,,,,
243,arynews tv,arynews.tv,no subscription,https://arynews.tv,,,,,,,,,,
"363,9,299,243,1",aryzap com,aryzap.com,no subscription,https://aryzap.com,,,,,,,,,,
247,arz m wikipedia org,arz.m.wikipedia.org,inaccessible,,,,,,,,,,,
"164,561",arzdigital com,arzdigital.com,no subscription,https://arzdigital.com,,,,,,,,,,
"299,363,1,243",as com,as.com,no subscription,https://as.com,,,,,,,,,,
"299,363,1,243",as ro,as.ro,no subscription,https://as.ro,,,,,,,,,,
243,asagei com,asagei.com,no subscription,https://asagei.com,,,,,,,,,,
"350,1",asageimuse com,asageimuse.com,no subscription,https://asageimuse.com,,,,,,,,,,
243,asahi com,asahi.com,no subscription,https://asahi.com,,,,,,,,,,
243,asbnewsindia com,asbnewsindia.com,no subscription,https://asbnewsindia.com,,,,,,,,,,
"400,126",ascii jp,ascii.jp,no subscription,https://ascii.jp,,,,,,,,,,
561,asharqbusiness com,asharqbusiness.com,inaccessible,,,,,,,,,,,
"299,243,325",asianbandar cc,asianbandar.cc,no subscription,https://asianbandar.cc,,,,,,,,,,
243,asianetnews com,asianetnews.com,no subscription,https://asianetnews.com,,,,,,,,,,
"363,350",asianwiki info,asianwiki.info,no subscription,https://asianwiki.info,,,,,,,,,,
243,asiaone com,asiaone.com,subscription,https://asiaone.com,https://www.asiaone.com:443/digital,common_path,yes,yes,yes,$127,yes,http://web.archive.org/web/20260204165251/https://www.asiaone.com/digital,yes,likely JS-rendered content | possible modal or overlay UI
400,asjp cerist dz,asjp.cerist.dz,inaccessible,,,,,,,,,,,
"1,243",aspirasiku id,aspirasiku.id,no subscription,https://aspirasiku.id,,,,,,,,,,
"299,243",aspor com tr,aspor.com.tr,no subscription,https://aspor.com.tr,,,,,,,,,,
243,asriran com,asriran.com,no subscription,https://asriran.com,,,,,,,,,,
243,astroawani com,astroawani.com,no subscription,https://astroawani.com,,,,,,,,,,
"245,215,1",astv ru,astv.ru,no subscription,https://astv.ru,,,,,,,,,,
"245,332,293",at s com,at-s.com,inaccessible,,,,,,,,,,,
243,at wetter com,at.wetter.com,no subscription,https://at.wetter.com,,,,,,,,,,
243,atarde com br,atarde.com.br,no subscription,https://atarde.com.br,,,,,,,,,,
"350,363",atelevisao com,atelevisao.com,inaccessible,,,,,,,,,,,
